Seller SKU,Manufacturer Part Number,Brand Name,Item Name,Bullet points,Product Description,Search Terms,Barcode
OMMS1158,OMMS1158,Olsenmark,Olsenmark OMMS1158 Professional Hi-Fl Stage Speaker,"• Professional Hi-Fl Stage Speaker
 • Impedance: 80
 • SNR: 90db
 • Functions: USB/SD/FM/Remote Control/Bluetooth 'With 2 Microphone Input
 • Frequency Response:60hz-20khz
 • Speaker Unit: Woofer 10 Inch 'Woofer With Led Light 'Accessories: One Wired MIC/Manual /Remote Control
 • Ac: 220-240v 50/60hz",Olsenmark OMMS1158 Professional Hi-Fl Stage Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1159,OMMS1159,Olsenmark,Olsenmark OMMS1159 2.0 CH Professional Speakers,"• Professional HI-FI stage speaker
 • Power output: 120W
 • Impedance: 8Q
 • Functions: USB/SD/FM/Remote control /Bluetooth
 • 2 Microphone input
 • 8 Inch Woofer
 • Woofer with LED Light
 • Frequency response: 60Hz-20KHz
 • AC 220-240V 50/60 HZ",Olsenmark OMMS1159 2.0 CH Professional Speakers,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1161,OMMS1161,Olsenmark,Olsenmark OMMS1161 2.1 Multimedia Speaker,"• 2.1 Multimedia Speaker
 • S/N ratio: 285dB
 • PMPO: 35000W
 • Frequency response: 40Hz-150Flz 150Hz-20KHz
 • IC solution: 2050'2+2030'2
 • Speaker unit: 6.5""+ (3""+1.51x2)
 • Subwoofer: L330xW200xH380mn
 • Satellite: L120xW115xH350mm
 • AUXJUSB/SD/FM/LED display/flashing light/remote/Bluetooth
 • AC: 220-240V 50/60Hz",Olsenmark OMMS1161 2.1 Multimedia Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1162,OMMS1162,Olsenmark,Olsenmark OMMS1162 Professional Rechargeable Speaker,"• Professional HI-Fl stage speaker
 • ON-OFF/LED light Switch
 • Weight: 14.38 Kg
 • Functions: USB/SD/FM/Remote control
 • USB/SD/FM/DT/One wireless mic
 • LED light ball/Tweeter and Cover with light
 • Woofer with LED Light
 • One Mic/One Guitar Input
 • 210-240V 50/60HZ 50W",Olsenmark OMMS1162 Professional Rechargeable Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1165N,OMMS1165N,Olsenmark,Olsenmark OMMS1165N Rechargeable Trolley Speaker,"• Speaker unit: 15-+ tweeter
 • USB,SD,FM,Bluetooth,LED display
 • Remote control, one wireless mic
 • Rechargeable battery 4.5Ah
 • ON/OFF LED lights on speaker unit
 • BS plug adapter
 • Yellow,orange,blue,red colors available
 • 100-240V -50/60Hz 15W",Olsenmark OMMS1165N Rechargeable Trolley Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1166,OMMS1166,Olsenmark,Olsenmark OMMS1166 Rechargeable Trolley Speaker,"• 12-Rechargeable Speaker Plastic Box 
 • Bluetooth 
 • With USBJSD/FM 
 • With LED Display And Remote COM/01 
 • With Bell Stage Light On Lop And LED Lights On Woofer 
 • Built-In Battery 12V/1800mah 
 • Output Power: 25W 
 • Drive Size: 12* Woofer .1' Horn Tweeter 
 • With One Wireless Microphone 
 • AC: 220-240V 50/60Hz",Olsenmark OMMS1166 Rechargeable Trolley Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1167,OMMS1167,Olsenmark,"Olsenmark OMMS1167 10"" Rechargeable Speaker","• USB/TF/FM and Bluetooth
 • One wireless mic
 • LED display and remote control
 • LED lights on woofer
 • Built-in battery 12V/2.6A
 • Output power: 40W
 • Power: 110-240V~50/60Hz
 • Wooden box and ABS plastic material
 • AC Adapter: built-in switching power supply 15V 3A","Olsenmark OMMS1167 10"" Rechargeable Speaker","Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1168,OMMS1168,Olsenmark,Olsenmark OMMS1168 2.1 CH Multimedia Speaker System,"• Output power: 100W 
 • Drive units: subwoofer 6.5""60 satellite 3""40 
 • Frequency response: 40-20KHz 
 • Separation: >75dB 
 • S/N ratio: >50dB 
 • AC: 220-240V 50/60Hz 
 • Bluetooth function 
 • Support USB/SD/FM function 
 • With mic jack 
 • With remote control",Olsenmark OMMS1168 2.1 CH Multimedia Speaker System,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1169,OMMS1169,Olsenmark,Olsenmark OMMS1169 2.1 Multimedia Speaker,"•SD/FM/Remote control/Bluetooth/USB/LED display 
 •PMPO: 5000W 
 •Subwoofer: SW 
 •Satellite: 3W X2 
 •R. Frequency: 30Hz.20KHz 
 •5/N: 275413 
 •Subwoofer: 4'40 
 •Satellite speaker: 3'40 X 2 
 •AC: 220-240V 50/60Hz 30W",Olsenmark OMMS1169 2.1 Multimedia Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1170,OMMS1170,Olsenmark,Olsenmark OMMS1170 2.1 Multimedia Speaker,"• USB/SD/FM/BLUETOOTH 
 • REMOTE CONTROL 
 • LED DISPLAY 
 • PMPO:5000W 
 • TOTAL RMS:11W=5W3+Wx2 
 • Woofer Speaker4inchx1pc 
 • Satellite Speaker: 3inchx2pcs 
 • IC: 2xtda2025 
 • AC: 220-240V 50/56+Hz 30W",Olsenmark OMMS1170 2.1 Multimedia Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1171,OMMS1171,Olsenmark,Olsenmark OMMS1171 Portable Rechargeable BT Speaker,"• Portable Shoulder USB/ TF Card Speakers and Bluetooth
 • Play MP3 format music from TF card, U disk Connect3.5mm stereo audio cable to speaker socket “LINE IN”, can enjoy the music from mobile phone,MP3,MP4,PC,IPOD and other audio devices 
 • With FM Radio 
 • With Karaoke Function
 • With high-pitched voice 
 • With one wired mic
 • AC: 240-110V ~60/50Hz",Olsenmark OMMS1171 Portable Rechargeable BT Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1173,OMMS1173,Olsenmark,Olsenmark OMMS1173 2.1 Multimedia Speaker,"• Output Power: 30W + 15W x 2 
 • Subwoofer : L340 x W200 x H330mm 
 • Frequency Response: 40Hz-150Hz 150Hz-20KHz 
 • Speaker Unit: 5.25"" + (3"" + 1.5"") x 2
 • P.O. P. M: 40000W 
 • S/N Ratio : 78dB 
 • Satellite: L125 x W115 x H330mm 
 • AUX/USB/SD/FM/Remote/Bluetooth/ LED rhythm light/LED display 
 • 220 - 240V -50/60 Hz",Olsenmark OMMS1173 2.1 Multimedia Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1174,OMMS1174,Olsenmark,Olsenmark OMMS1174 Portable Speaker System,"• USB/SD card and Bluetooth functions
 • With FM radio
 • With one wired mic
 • With remote control
 • Built-in battery: 3.7V 1200 mAh & extra mobile phone battery support
 • AC:110-240V 50/60Hz
 • Plastic & wooden material",Olsenmark OMMS1174 Portable Speaker System,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1175,OMMS1175,Olsenmark,Olsenmark OMMS1175 3.1 CH Multimedia Speaker,"• Bluetooth function
 • Support USB/SD/FM function
 • Microphone with karaoke function
 • With remote control
 • Drive units: Subwoofer 6.5″ 6 Q
 • Satellite: 3″ 4 C2
 • S/N Ratio : 78dB
 • Frequency response: 40-20 KHz
 • Material: Plastic + Wooden
 • 220 – 240V —50/60 Hz",Olsenmark OMMS1175 3.1 CH Multimedia Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1177,OMMS1177,Olsenmark,Olsenmark OMMS1177 Rechargeable Party Speaker,"• Bluetooth function
 • USB/SD input
 • FM radio & remote control
 • 1 Wireless microphone
 • 12"" woofer
 • PMP 2000W
 • Disco light
 • Mic priority
 • Black body with red/green trolley & iron web
 • Material: Plastic
 • AC: 100-240V 50/60Hz 80W",Olsenmark OMMS1177 Rechargeable Party Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1178,OMMS1178,Olsenmark,Olsenmark OMMS1178 Party Speaker,"• AUX in/FM radio/Recording function/Remote control USB/SD card input
 • One wired microphone/Microphone priority switch
 • 7.4V/1800mAh Lithium battery
 • LED light with ON/OFF switch
 • Tweeter:Piezo
 • Woofer : 8""
 • impedance : 40
 • Sensitivity : 93 dB ± 3 dB
 • Frequency response : 40 Hz — 20 Hz
 • Power: 3500W PMPO
 • Color: Black/ Material: Plastic
 • 110-240V,50/60Hz",Olsenmark OMMS1178 Party Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1179,OMMS1179,Olsenmark,Olsenmark OMMS1179 Party Speaker,"• 1.aux in
 • FM radio
 • Recording function 
 • Remote control
 • usb/sd card input
 • One wire microphone 
 • Microphone priority switch 
 • 7.4v/1800mah lithium battery
 • Led light with on/off switch 
 • Tweeter: piezo
 • Woofer: 12’’
 • Impedance: 4ω 
 • Sensitivity: 93db±3db 
 • Frequency response: 40 Hz~20 Hz
 • 240~110V, 60/50Hz",Olsenmark OMMS1179 Party Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1180,OMMS1180,Olsenmark,Olsenmark OMMS1180 Party Speaker,"• AUX in/FM radio/Recording function/Remote control TF/USB/SD card input
 • 5 Band equalizer
 • One wireless microphone/Microphone priority switch
 • 12V/7A Lead-acid battery
 • LED light with ON/OFF switch
 • Tweeter: Magnet
 • Woofer : 15""
 • impedance : 40
 • Sensitivity : 93 dB ± 3 dB
 • Frequency response : 40 Hz — 20 Hz
 • Power: 25000W PMPO
 • Color: Black
 • Material: Plastic
 • AC: 110-240V,50/60Hz",Olsenmark OMMS1180 Party Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1181,OMMS1181,Olsenmark,Olsenmark OMMS1181 5.1 Multimedia Speaker,"• 5.1 Ch output
 • 6.5"" 2*2030 + 2*2050 IC
 • 6645 transformer
 • LED display
 • USB function
 • SD/FM/Bluetooth
 • Mic jack and microphone
 • Remote control
 • Color: Black
 • Material: Plastic + wooden
 • AC: 100-240V 50/60Hz 140W",Olsenmark OMMS1181 5.1 Multimedia Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1182,OMMS1182,Olsenmark,Olsenmark OMMS1182 5.1 Ch MultimediaSpeaker,"• 5.1 CH output
 • 8"" 4*2050 IC
 • 7645 transformer
 • LED display
 • USB function
 • SD/FM/Bluetooth
 • Mic jack and wireless microphone
 • with remote control
 • Color: black
 • Material: plastic + wooden
 • AC: 100-240V 50/60Hz 140W",Olsenmark OMMS1182 5.1 Ch MultimediaSpeaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1183,OMMS1183,Olsenmark,Olsenmark OMMS1183 Rechargeable Trolley Speaker,"• AUX in/FM radio/Recording/Remote control USB/TF card input
 • 7.4V/1800mAh lithium battery
 • LED light with On/Off switch
 • One wireless microphone
 • Tweeter: 3"" ; Woofer: 8""
 • Impedance: 40
 • Sensitivity: 95dB±3dB
 • Frequency response: 39Hz-20KHz
 • AC: 110-240V 50/60Hz 8W
 • Adaptor: 9V/1.5A
 • Color: Blue/Red
 • Material: Wooden and Plastic",Olsenmark OMMS1183 Rechargeable Trolley Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1184,OMMS1184,Olsenmark,Olsenmark OMMS1184 High Power 2.0 Professional Speaker,"• 4 x 10""/1.5"" tweeter x 2 and 5198 x 4 Amplifier board/26V round transformer
 • Speaker grill with beautiful disco light
 • LED display
 • With USB/SD/FM/BT + Big remote Control
 • 7 Band Equalizer
 • Square plug type plug
 • With remote control
 • With wireless microphone
 • 240~220V, 60/50Hz",Olsenmark OMMS1184 High Power 2.0 Professional Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1185,OMMS1185,Olsenmark,Olsenmark OMMS1185 Rechargeable Portable Speaker,"• Portable Shoulder USB/TF Card Speakers and Bluetooth
 • Play MP3 format music from TF card, U disk
 • Connect 3.5mm stereo audio cable to speaker socket""LINE IN""
 • Support mobile phone,MP3,MP4,PC,IPOD and other audio devices
 • With FM Radio
 • With Karaoke Function
 • With high-pitched voice
 • Blue/Red/Silver Color available
 • Power: 20W
 • Color: Black with blue
 • Material: ABS + wooden box",Olsenmark OMMS1185 Rechargeable Portable Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1186_Blue,OMMS1186,Olsenmark,Olsenmark OMMS1186_Blue 2.1 Ch MultimediaSpeaker,"• Built-in powerful amplifier
 • Digital FM radio
 • USB/SD card reader
 • Bluetooth function
 • Digital LED display
 • Remote control
 • Speaker power: 6W+3W*2
 • Frequency response: 35Hz-20KHz
 • Speaker unit: 4"" = 3"" * 2
 • Color: Blue + Black
 • Material: Wooden + plastic
 • AC: 100-240V 50/60Hz",Olsenmark OMMS1186_Blue 2.1 Ch MultimediaSpeaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1186_Red,OMMS1186,Olsenmark,Olsenmark OMMS1186_Red 2.1 Ch MultimediaSpeaker,"• Built-in powerful amplifier
 • Digital FM radio
 • USB/SD card reader
 • Bluetooth function
 • Digital LED display
 • Remote control
 • Speaker power: 6W+3W*2
 • Frequency response: 35Hz-20KHz
 • Speaker unit: 4"" = 3"" * 2
 • Color: Red + Black
 • Material: Wooden + plastic
 • AC: 100-240V 50/60Hz",Olsenmark OMMS1186_Red 2.1 Ch MultimediaSpeaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1187,OMMS1187,Olsenmark,Olsenmark OMMS1187 High Power 2.0 Professional Speaker,"• 2 x 12″”/Woofer, 4 x 1.5″ tweeter 5198 x 4 Amplifier board/28V round transformer
 • Speaker grill with beautiful disco light
 • LED display
 • With USB/SD/FM/BT/REC
 • Square plug type plug
 • One wireless mic
 • AC: 220-240V 50/60Hz
 • Material: Wooden, Plastic",Olsenmark OMMS1187 High Power 2.0 Professional Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1188,OMMS1188,Olsenmark,Olsenmark OMMS1188 High Power Professional Speaker,"• Strong bass beating and crystal treble with total output power of RMS 70 watts
 • High qualified MDF wooden cabinet and piano shining panels.
 • Multi-colored LED light display
 • Support BT/USB/SD/FM/AUX
 • With full function remote control
 • Easy operation
 • AC: 220-240V 50/60Hz
 • Material: Wooden, Plastic",Olsenmark OMMS1188 High Power Professional Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
